"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","Altitude","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","Length","Uploaded","Other_species","Remarks","Bird_seen","Playback_used","Other_species1","Other_species2","Other_species3","Other_species4","Other_species5","Other_species6","Other_species7","Other_species8"
"245108","Phaethornis","guy","","Green Hermit","Oscar Humberto Marín Gómez","Colombia","Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander","6.18","-73.42","song","//www.xeno-canto.org/245108/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/245108","B","09:10","2014-07-02","1800","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245108-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245108-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245108-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245108-full.png","2:16","2015-05-23","Crypturellus soui","Lek of ten birds in understory. Reference:  1794","no","no",NA,NA,NA,NA,NA,NA,NA,NA
"245107","Phaethornis","guy","","Green Hermit","Oscar Humberto Marín Gómez","Colombia","Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander","6.18","-73.42","song","//www.xeno-canto.org/245107/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/245107","B","09:00","2014-07-02","1800","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245107-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245107-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245107-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245107-full.png","3:01","2015-05-23","","Lek of ten birds in understory. Reference:  1793","no","no",NA,NA,NA,NA,NA,NA,NA,NA
"245104","Phaethornis","guy","","Green Hermit","Oscar Humberto Marín Gómez","Colombia","Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander","6.18","-73.42","call","//www.xeno-canto.org/245104/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/245104","B","05:57","2014-07-02","1800","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245104-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245104-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245104-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC245104-full.png","0:07","2015-05-23","","Reference:  1788A","no","no",NA,NA,NA,NA,NA,NA,NA,NA
"238805","Phaethornis","guy","apicalis","Green Hermit","Niels Krabbe","Ecuador","Morona-Santiago: w-slope Cord. de Cutucú","-2.432","-78.049","song at lek","//www.xeno-canto.org/238805/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/238805","B","8:30","2002-08-25","1225","//www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238805-small.png","//www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238805-med.png","//www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238805-large.png","//www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238805-full.png","1:51","2015-05-01","","Humid forest. Reference: A: 634-679 (Phaguyy2). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"238803","Phaethornis","guy","apicalis","Green Hermit","Niels Krabbe","Ecuador","Zamora-Chinchipe: Río Bombuscaro","-4.108","-78.964","song","//www.xeno-canto.org/238803/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/238803","B","9:15","2003-03-25","1000","//www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238803-small.png","//www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238803-med.png","//www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238803-large.png","//www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/ffts/XC238803-full.png","0:48","2015-05-01","","Humid forest. Reference: A 52-60 (PhaguyQ1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"227576","Phaethornis","guy","","Green Hermit","Peter Boesman","Peru","Abra Patricia road, San Martín","-5.6708","-77.6953","song","//www.xeno-canto.org/227576/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/227576","B","06:45","2008-01-04","","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227576-small.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227576-med.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227576-large.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227576-full.png","0:22","2015-03-23","","ID certainty 100%. (Archiv. tape 526 side A track 1 seq. A)","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA
"203124","Phaethornis","guy","","Green Hermit","Jeisson Poveda","Colombia","Manizales, Caldas","5.0783","-75.6","call","//www.xeno-canto.org/203124/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/203124","B","10:30","2014-10-16","1400","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203124-small.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203124-med.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203124-large.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203124-full.png","0:31","2014-11-21","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"203123","Phaethornis","guy","","Green Hermit","Jeisson Poveda","Colombia","Hotel Tinamú Birding Nature Reserve","5.0791","-75.6852","call","//www.xeno-canto.org/203123/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/203123","B","10:30","2014-10-16","1000","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203123-small.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203123-med.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203123-large.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203123-full.png","0:24","2014-11-21","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"203122","Phaethornis","guy","","Green Hermit","Jeisson Poveda","Colombia","Hotel Tinamú Birding Nature Reserve","5.0791","-75.6852","call","//www.xeno-canto.org/203122/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/203122","B","10:30","2014-10-16","1000","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203122-small.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203122-med.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203122-large.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203122-full.png","0:12","2014-11-21","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"153264","Phaethornis","guy","","Green Hermit","Wouter Halfwerk","Panama","Cerro Azul, Panama, Panama","9.1522","-79.3936","song","//www.xeno-canto.org/153264/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/153264","B","16:00","2012-08-31","500","//www.xeno-canto.org/sounds/uploaded/DGHUWNTDBO/ffts/XC153264-small.png","//www.xeno-canto.org/sounds/uploaded/DGHUWNTDBO/ffts/XC153264-med.png","//www.xeno-canto.org/sounds/uploaded/DGHUWNTDBO/ffts/XC153264-large.png","//www.xeno-canto.org/sounds/uploaded/DGHUWNTDBO/ffts/XC153264-full.png","0:16","2013-11-03","","","no","no",NA,NA,NA,NA,NA,NA,NA,NA
"129718","Phaethornis","guy","","Green Hermit","Oscar Humberto Marin-Gomez","Colombia","Universidad del Quindío, Armenia, Quindio","4.5538","-75.6604","Leking, male, song","//www.xeno-canto.org/129718/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/129718","B","07:45","2007-11-07","1500","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC129718-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC129718-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC129718-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC129718-full.png","4:23","2013-04-16","","Ref: OHM003A 2634. Grupo de 3 a 5 individuos en sotobosque de Heliconia sp y Calathea sp, perchados a 50cm del suelo o mas bajo. Interior de bosque secundario, dominado por Guadua angustifolia. 10m del Mic. Vocalización natural. En el fondo
canto de la rana cohete: Colostethus fraterdanielli","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"128565","Phaethornis","guy","","Green Hermit","Oscar H. Marín-Gómez","Colombia","Parque Regional Barbas-Bremen, Filandia, Quindio","4.6717","-75.6283","?, call","//www.xeno-canto.org/128565/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/128565","B","16:00","2013-01-22","1800","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC128565-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC128565-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC128565-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC128565-full.png","0:30","2013-04-05","","Ref OHM271. Natural vocalization. Distance to Mic: 5 m. A rare call, One bird perched in understory. Low Montane Cloud Forest. Sunny weather. Not filtering","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"120150","Phaethornis","guy","","Green Hermit","Eric DeFonso","Ecuador","Parque Nacional Podocarpus, sector Rio Bombuscaro, Zamora-Chinchipe","-4.1139","-78.9637","song","//www.xeno-canto.org/120150/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/120150","B","08:06","2011-05-02","1000","//www.xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC120150-small.png","//www.xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC120150-med.png","//www.xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC120150-large.png","//www.xeno-canto.org/sounds/uploaded/KTLCZCRCQX/ffts/XC120150-full.png","1:09","2013-01-25","","singing in shrubby area just past the orquidarea and the ranger station","no","no",NA,NA,NA,NA,NA,NA,NA,NA
"113060","Phaethornis","guy","","Green Hermit","Sander Bot","Panama","Altos del Torreón, Altos de Cerro Azul","9.166","-79.404","song","//www.xeno-canto.org/113060/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/113060","B","14:30","2012-08-30","500","//www.xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC113060-small.png","//www.xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC113060-med.png","//www.xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC113060-large.png","//www.xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC113060-full.png","1:36","2012-11-19","","lekking birds","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"113001","Phaethornis","guy","","Green Hermit","Sander Bot","Panama","Kakintú, Chiriqui","8.7807","-82.2177","call","//www.xeno-canto.org/113001/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/113001","B","09:00","2012-08-21","1100","//www.xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC113001-small.png","//www.xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC113001-med.png","//www.xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC113001-large.png","//www.xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC113001-full.png","0:06","2012-11-19","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"106426","Phaethornis","guy","coruscus","Green Hermit","Mike Nelson","Costa Rica","Bajos del Toro","10.2189","-84.2959","call","//www.xeno-canto.org/106426/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/106426","B","3:30pm","2012-07-09","1500","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106426-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106426-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106426-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC106426-full.png","0:03","2012-07-29","","img:https://www.flickr.com/photos/madbirder/7574722874/","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"15539","Phaethornis","guy","","Green Hermit","Don Jones","Costa Rica","Estación Biológica Las Cruces, San Vito de Coto Brus, Puntarenas","8.7834","-82.9501","lekking song","//www.xeno-canto.org/15539/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/15539","B","?","1993-11-26","1100","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15539-small.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15539-med.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15539-large.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15539-full.png","0:17","2008-11-20","","","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA
"15538","Phaethornis","guy","","Green Hermit","Don Jones","Costa Rica","Estación Biológica Las Cruces, San Vito de Coto Brus, Puntarenas","8.7834","-82.9501","lekking song","//www.xeno-canto.org/15538/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/15538","B","?","1993-11-26","1100","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15538-small.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15538-med.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15538-large.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15538-full.png","0:06","2008-11-20","","","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA
"8023","Phaethornis","guy","apicalis","Green Hermit","Nick Athanas","Ecuador","Parque Nacional Podocarpus, sector Rio Bombuscaro, Zamora-Chinchipe","-4.1139","-78.9637","lekking","//www.xeno-canto.org/8023/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/8023","B","10:00","2001-09-26","1000","//www.xeno-canto.org/sounds/uploaded/XRABICUARW/ffts/XC8023-small.png","//www.xeno-canto.org/sounds/uploaded/XRABICUARW/ffts/XC8023-med.png","//www.xeno-canto.org/sounds/uploaded/XRABICUARW/ffts/XC8023-large.png","//www.xeno-canto.org/sounds/uploaded/XRABICUARW/ffts/XC8023-full.png","0:27","2008-11-20","","From one bird in a dispersed lek","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA
"483465","Phaethornis","guy","ss coruscus","Green Hermit","Brendan Sloan","Costa Rica","Wilson Botanical Garden, Las Cruces, Puntaneras",NA,NA,"call","//www.xeno-canto.org/483465/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/483465","C","08:30","2019-03-06","1000 masl approx","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC483465-small.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC483465-med.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC483465-large.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC483465-full.png","3:21","2019-06-26","","Lekking call","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"482689","Phaethornis","guy","ss coruscus","Green Hermit","Brendan Sloan","Costa Rica","Rio Negro Near San Vito",NA,NA,"call, song","//www.xeno-canto.org/482689/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/482689","C","10:00","2018-03-05","1000 masl approx","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC482689-small.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC482689-med.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC482689-large.png","//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC482689-full.png","0:32","2019-06-22","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"455592","Phaethornis","guy","","Green Hermit","David Monroy Rengifo","Colombia","Reserva Natural Cauquitá","4.843","-75.8187","call","//www.xeno-canto.org/455592/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/455592","C","17:00","2019-02-06","1100","//www.xeno-canto.org/sounds/uploaded/MAVGCHPXII/ffts/XC455592-small.png","//www.xeno-canto.org/sounds/uploaded/MAVGCHPXII/ffts/XC455592-med.png","//www.xeno-canto.org/sounds/uploaded/MAVGCHPXII/ffts/XC455592-large.png","//www.xeno-canto.org/sounds/uploaded/MAVGCHPXII/ffts/XC455592-full.png","0:22","2019-02-09","","","no","no",NA,NA,NA,NA,NA,NA,NA,NA
"276356","Phaethornis","guy","apicalis","Green Hermit","Jonas Nilsson","Ecuador","Morona-Santiago: w-slope Cord. de Cutucú","-2.432","-78.049","song at lek","//www.xeno-canto.org/276356/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/276356","C","06:25","2002-08-21","1315","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276356-small.png","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276356-med.png","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276356-large.png","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276356-full.png","1:58","2015-08-28","Schiffornis aenea","Humid forest. Reference: JN3 (B 1-26). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"276355","Phaethornis","guy","apicalis","Green Hermit","Jonas Nilsson","Ecuador","Zamora-Chinchipe: Río Bombuscaro","-4.108","-78.964","song at lek","//www.xeno-canto.org/276355/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/276355","C","08:45","2000-05-04","1000","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276355-small.png","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276355-med.png","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276355-large.png","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276355-full.png","0:26","2015-08-28","","Humid-wet, selectively logged forest. Reference: JN2. Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"276354","Phaethornis","guy","apicalis","Green Hermit","Jonas Nilsson","Ecuador","Napo: km 11.6 Narupa-Loreto road","-0.712","-77.741","call","//www.xeno-canto.org/276354/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/276354","C","06:45","1995-11-24","1350","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276354-small.png","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276354-med.png","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276354-large.png","//www.xeno-canto.org/sounds/uploaded/GTTLRDCZWR/ffts/XC276354-full.png","0:21","2015-08-28","","Humid-wet forest. Reference: JN1. Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"271498","Phaethornis","guy","","Green Hermit","Peter Boesman","Panama","Altos del Maria area","8.646428","-80.030998","song","//www.xeno-canto.org/271498/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/271498","C","8:00","2015-02-27","","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC271498-small.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC271498-med.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC271498-large.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC271498-full.png","0:13","2015-08-26","","","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA
"271497","Phaethornis","guy","","Green Hermit","Peter Boesman","Panama","Altos del Maria area","8.646428","-80.030998","song","//www.xeno-canto.org/271497/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/271497","C","8:00","2015-02-26","","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC271497-small.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC271497-med.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC271497-large.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC271497-full.png","0:36","2015-08-26","","","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA
"203125","Phaethornis","guy","","Green Hermit","Jeisson Poveda","Colombia","Manizales, Caldas","5.0783","-75.6","call","//www.xeno-canto.org/203125/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/203125","C","10:30","2014-10-16","1400","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203125-small.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203125-med.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203125-large.png","//www.xeno-canto.org/sounds/uploaded/CVJNYXJFAW/ffts/XC203125-full.png","1:17","2014-11-21","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"166191","Phaethornis","guy","","Green Hermit","Mike Nelson","Costa Rica","Las Heliconias Lodge, Volcan Tenorio, Alajuela","10.709","-85.057","call","//www.xeno-canto.org/166191/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/166191","C","08:30","2014-01-12","550","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166191-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166191-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166191-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC166191-full.png","0:02","2014-02-06","","","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"137802","Phaethornis","guy","","Green Hermit","Paul Driver","Costa Rica","Monte Verde Cloud Forest Reserve","10.305","-84.79","call","//www.xeno-canto.org/137802/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/137802","C","11:38","2013-05-30","1700","//www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC137802-small.png","//www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC137802-med.png","//www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC137802-large.png","//www.xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC137802-full.png","0:07","2013-06-08","","several in area calling, possible lek","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"130099","Phaethornis","guy","","Green Hermit","Oscar Humberto Marin-Gomez","Colombia","Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-La Popa","4.6717","-75.6283","Dawn song, flight call","//www.xeno-canto.org/130099/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/130099","C","06:00","2007-11-12","1800","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130099-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130099-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130099-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130099-full.png","0:06","2013-04-18","","Ref: OHM005B 0235. Low Montane Forest. 25m distace to Mic. Natural Vocalization.","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"130029","Phaethornis","guy","","Green Hermit","Oscar Humberto Marin-Gomez","Colombia","Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-La Popa","4.6717","-75.6283","flight call","//www.xeno-canto.org/130029/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/130029","C","08:55","2007-11-04","1800","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130029-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130029-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130029-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130029-full.png","0:04","2013-04-17","","OHM001B 1634. Un individuo en vuelo, sotobosque. Bosque montano bajo. A 30m del mic. Vocalización natural.","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"130024","Phaethornis","guy","","Green Hermit","Oscar Humberto Marin-Gomez","Colombia","Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-La Popa","4.6717","-75.6283","flight call","//www.xeno-canto.org/130024/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/130024","C","08:55","2007-11-04","1800","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130024-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130024-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130024-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC130024-full.png","0:17","2013-04-17","","OHM001B 0846. Un individuo en vuelo, sotobosque. Bosque montano bajo. A 30m del mic. Vocalización natural.","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"129717","Phaethornis","guy","","Green Hermit","Oscar Humberto Marin-Gomez","Colombia","Universidad del Quindío, Armenia, Quindio","4.5538","-75.6604","Leking, male, song","//www.xeno-canto.org/129717/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/129717","C","07:40","2007-11-07","1500","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC129717-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC129717-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC129717-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC129717-full.png","3:43","2013-04-16",NA,"Ref: OHM003A 2107. Grupo de 3 a 5 individuos en sotobosque de Heliconia sp y Calathea sp, perchados a 50cm del suelo o mas bajo. Interior de bosque secundario, dominado por Guadua angustifolia. 10m del Mic. Vocalización natural. En el fondo
canto de la rana cohete: Colostethus fraterdanielli","yes","no","Synallaxis brachyura","Sporophila nigricollis","Pitangus sulphuratus","Rupornis magnirostris",NA,NA,NA,NA
